date,open,high,low,close,volume
2023-01-22,29326.01206957683,29648.92111138398,29061.813762643706,29355.367437013843,10433.506059211935
2023-01-23,29395.025819405917,29718.69477237235,29130.205766978834,29424.45026967559,46215.279056770545
2023-01-24,28597.820438851468,28912.711354594576,28340.182416879834,28626.446885737205,13651.467071445342
2023-01-25,28316.4484182066,28628.2411435322,28061.345279303838,28344.79321141802,22772.545503616595
2023-01-26,28407.73035688834,28720.52818864587,28151.80485817763,28436.16652341175,48002.4786820322
2023-01-27,27789.03260499948,28095.017948998477,27538.680959909394,27816.849454453935,48024.28587750225
2023-01-28,28026.63737073256,28335.238983423307,27774.145142167403,28054.692062795355,32937.51552493144
2023-01-29,27719.67968317207,28024.901381385178,27469.952839179532,27747.427110282355,35273.488486791975
2023-01-30,27586.009549298895,27889.75940419608,27337.48694074665,27613.623172471365,27937.820879132792
2023-01-31,27283.295039137265,27583.71170122987,27037.499588334227,27310.60564478205,21728.43086792258
2023-02-01,28341.301997875817,28653.368386240814,28085.97495284991,28369.67166954536,23146.58181479664
2023-02-02,28362.000275951686,28674.29457328449,28106.486759952124,28390.390666618307,36900.738243081534
2023-02-03,27796.1080359678,28102.171287615092,27545.69264825638,27823.931967935736,40094.9811775072
2023-02-04,28285.432244394156,28596.883450288387,28030.608530480695,28313.74599038454,41663.16174903394
2023-02-05,27630.770846224277,27935.013568254773,27381.84498274478,27658.429275499777,41584.72571178216
2023-02-06,27774.1938091817,28080.015763036554,27523.97584693682,27801.995804986687,13648.244121947615
2023-02-07,26733.40499615134,27027.76681292578,26492.563509699525,26760.165161312652,29776.81218810326
2023-02-08,26058.660919939575,26345.59312226123,25823.89820894913,26084.74566560518,12302.350400665771
2023-02-09,26187.63651348525,26475.98886748759,25951.711860210606,26213.8503638491,31981.15529294942
2023-02-10,26603.871284092438,26896.8068037371,26364.196768019534,26630.501785878318,27661.220054935082
2023-02-11,26721.917473271486,27016.152800805005,26481.179478016787,26748.666139410896,45508.16731033199
2023-02-12,26686.855536183022,26980.704796341197,26446.433414235427,26713.569105288312,24036.600502083147
2023-02-13,26553.168150153884,26845.545377032457,26313.950419071418,26579.747898051937,14682.680657104234
2023-02-14,25805.267259906963,26089.40934184788,25572.78737468258,25831.09835826523,15719.667282113434
2023-02-15,25461.86249649869,25742.223344808484,25232.476347881584,25487.349846345034,40460.42526869889
2023-02-16,25253.60628935652,25531.674026276363,25026.096322785743,25278.885174531053,34728.72253265044
2023-02-17,25819.019580795146,26103.31308969279,25586.41580078798,25844.864445240386,14044.90704491161
2023-02-18,26023.078506699876,26309.618910677553,25788.63635799087,26049.12763433421,13364.272244599897
2023-02-19,25146.606978995234,25423.49654533052,24920.06097017546,25171.77875775299,38038.7652583648
2023-02-20,25335.45138587079,25614.420320049547,25107.204076088172,25360.81219806886,12910.520254567742
2023-02-21,25166.22983413038,25443.33546793962,24939.50704283191,25191.421255385765,42874.40237161425
2023-02-22,24852.654551759126,25126.3074046814,24628.756763004538,24877.53208384297,38249.68908625985
2023-02-23,25183.728603258376,25461.026916207167,24956.848165391184,25208.937540799176,13253.951225675992
2023-02-24,25734.128961370043,26017.487738722466,25502.289961718063,25759.888850220264,13393.508563407677
2023-02-25,26244.165258261655,26533.140050895166,26007.731337016052,26270.43569395561,49465.58314004702
2023-02-26,25833.17033324611,26117.619656234805,25600.439068982632,25859.02936260872,24970.831830244813
2023-02-27,25699.59133655706,25982.569819742374,25468.063486678166,25725.31665321027,24825.685882675636
2023-02-28,25896.306674615647,26181.45119255436,25663.006614483977,25922.228903519168,42511.9826903001
2023-03-01,26432.947982320024,26724.00146360683,26194.813315812637,26459.407389709733,47889.94309535435
2023-03-02,26207.032135896014,26495.598055310285,25970.932747284336,26233.26540129731,49440.042552914834
2023-03-03,26136.024124977466,26423.80817440164,25900.564448175868,26162.186311288755,40135.127410357665
2023-03-04,25589.648081113617,25871.415977902656,25359.110711013494,25615.263344458075,25050.38342123663
2023-03-05,25009.700394563093,25285.082480989713,24784.387778395856,25034.735129692785,13340.02866794675
2023-03-06,25444.87332999481,25725.04711040516,25215.640236931795,25470.343673668478,41085.87663709747
2023-03-07,26170.66383321926,26458.829300852303,25934.89208697404,26196.86069391317,32336.1699894322
2023-03-08,26159.1459786429,26447.18462305238,25923.477996853326,26185.331309952853,26968.88036987905
2023-03-09,26716.184369734834,27010.356570002186,26475.498024061548,26742.927297031867,46254.17540378944
2023-03-10,26937.039118795685,27233.643153136778,26694.363090698425,26964.0031219176,14447.899292246053
2023-03-11,26618.32433384376,26911.418996178378,26378.519610115436,26644.969303146907,29705.004171634366
2023-03-12,26838.241054036604,27133.75722179877,26596.45509859483,26865.1061601968,10454.145790696763
2023-03-13,27704.324129992034,28009.376748039995,27454.73562431643,27732.05618617821,28746.425679765052
2023-03-14,27712.17884339752,28017.317949781278,27462.51957453808,27739.91876215968,12252.131027273494
2023-03-15,28621.69106242063,28936.844817862697,28363.837989786207,28650.341403824452,14752.716650722876
2023-03-16,27187.84387482192,27487.209523093232,26942.908344418116,27215.058933755674,14701.049871084195
2023-03-17,27666.10470696432,27970.736490524487,27416.86052041509,27693.79850546979,35968.41208464254
2023-03-18,27742.039897169223,28047.50780394486,27492.111609807336,27769.809706876098,39841.79517061693
2023-03-19,27604.22391690493,27908.174330404385,27355.537214950833,27631.85577267761,33334.75060388639
2023-03-20,27682.598893742022,27987.41229497442,27433.20611091552,27710.30920294497,48486.901938981675
2023-03-21,26630.37918444754,26923.606582874894,26390.465858461528,26657.03622066821,24994.823180948162
2023-03-22,26540.16380695289,26832.397842865284,26301.063232115477,26566.73053749038,21428.483451274427
2023-03-23,26757.142643048897,27051.7658353147,26516.087303922333,26783.926569618518,44743.96512757841
2023-03-24,27587.405146208832,27891.170368038962,27338.869964711455,27615.02016637521,18943.833540778105
2023-03-25,27330.244030187598,27631.17764813761,27084.02561550122,27357.601631819416,48528.901577624456
2023-03-26,26918.776570018956,27215.17951523438,26676.265069388155,26945.722292311268,10486.178987592653
2023-03-27,26676.65707059952,26970.394035340854,26436.326826720244,26703.36043103055,48795.15306830556
2023-03-28,27196.73578911168,27496.199346349145,26951.720151371934,27223.95974886054,11726.396478023045
2023-03-29,27403.533927685843,27705.274541504205,27156.655243652636,27430.96489257842,45645.724547922844
2023-03-30,27141.848895637588,27440.70809268665,26897.327734415627,27169.01791355114,31108.044363451994
2023-03-31,27449.34003229909,27751.58501763972,27202.048680656757,27476.81684914824,49718.59184477201
2023-04-01,27530.202537847297,27833.3379011269,27282.18269516399,27557.760298145444,12951.862589415954
2023-04-02,28096.824867744155,28406.199315737333,27843.7003193861,28124.949817561715,32154.171376052833
2023-04-03,27732.791287533717,28038.15735776682,27482.946320979358,27760.55183937309,48772.10142476396
2023-04-04,27579.211188813224,27882.886186888245,27330.749826751846,27606.818006820045,30923.913766805952
2023-04-05,27391.153821966134,27692.7581183041,27144.386670416887,27418.572394360493,35175.9455254105
2023-04-06,26627.640933205792,26920.83818071857,26387.75227614988,26654.295228434225,37829.94755938469
2023-04-07,26812.607731318596,27107.841650282062,26571.052706712122,26839.447178497092,28181.64259071093
2023-04-08,26979.931721677043,27277.008046940755,26736.86927373401,27006.938660337382,35102.32320336254
2023-04-09,27009.68726391536,27307.091227782294,26766.356748024227,27036.72398790326,33372.572476924004
2023-04-10,26910.158279745723,27206.46632887205,26667.724421369636,26937.095375120844,46046.32041963956
2023-04-11,26185.254099633003,26473.58022085018,25949.350909546218,26211.4655651982,11817.855213658315
2023-04-12,25991.862941355354,26278.059630399308,25757.702013955757,26017.880822177533,21238.52758368921
2023-04-13,25840.14356741641,26124.669672763335,25607.349481223468,25866.0095769934,48016.45936306235
2023-04-14,25454.274598195814,25734.55189607385,25224.95680902288,25479.754352548363,45610.55135563665
2023-04-15,25397.6836579161,25677.337832327587,25168.87569703397,25423.10676468078,28226.27011142852
2023-04-16,25629.370843919907,25911.576128487595,25398.4756110918,25655.025869789697,34805.30391206147
2023-04-17,26641.301789653833,26934.649457007377,26401.290061819112,26667.969759413245,21095.247319245307
2023-04-18,26761.231830030614,27055.9000483793,26520.139651381687,26788.019849880493,17524.846388950453
2023-04-19,26926.347669957682,27222.833980637897,26683.767961219328,26953.300970928613,28547.936197599287
2023-04-20,26913.18610314479,27209.527491667908,26670.724967080427,26940.126229374167,24134.08912104211
2023-04-21,25925.860148487,26211.330080051925,25692.293840842973,25951.81196044745,33346.24447403489
2023-04-22,25938.04096867631,26223.64502338646,25704.36492391346,25964.00497364996,13109.385478599394
2023-04-23,25995.287162118206,26281.521555294683,25761.09538588291,26021.308470588796,48975.79230664666
2023-04-24,27335.33262793437,27636.322276490202,27089.068370025052,27362.695323257627,49448.429779184116
2023-04-25,27257.613635434827,27557.747519308487,27012.049548629107,27284.898533968797,37926.468560789806
2023-04-26,27449.935779183925,27752.187324300066,27202.639060452537,27477.4131923763,31443.854653764814
2023-04-27,27458.330281284707,27760.67425835591,27210.957936408267,27485.81609738209,22381.10465145311
2023-04-28,26850.811185532024,27146.465763150496,26608.911985662366,26877.68887440643,42551.80078827795
2023-04-29,27499.078321814006,27801.870976008155,27251.33887747334,27526.604926740747,37389.246902155166
2023-04-30,27943.68260517871,28251.370802032532,27691.937716843768,27971.65425943815,16504.677573795652
2023-05-01,28417.68856654776,28730.596048261497,28161.67335423652,28446.134701249008,46437.0873797537
2023-05-02,27933.426078278088,28241.00134040127,27681.773591086392,27961.387465743832,42901.48971692676
2023-05-03,28756.962885943052,29073.606120923407,28497.891148231854,28785.74863457763,47991.99653167696
2023-05-04,27989.876857557247,28298.07369983265,27737.71580478646,28017.894752309556,39028.7803355344
2023-05-05,28348.668026507756,28660.815522295128,28093.27462086354,28377.045071579334,34536.6078374316
2023-05-06,29647.83660591198,29974.28926123233,29380.73897883169,29677.51412003201,26729.721451624755
2023-05-07,29095.351870744184,29415.721110562186,28833.23158362036,29124.476347091273,47309.13933416053
2023-05-08,28796.460414070618,29113.538556768093,28537.032842772685,28825.28569977039,44642.555580016335
2023-05-09,28882.77811746754,29200.806705347564,28622.572909202067,28911.689807274815,11808.746804247576
2023-05-10,28622.009692278807,28937.166956157755,28364.153749105124,28650.66035263144,11054.67897989008
2023-05-11,27775.732918926962,28081.57181993617,27525.501090828522,27803.536455382346,25058.534675121984
2023-05-12,27841.674540822794,28148.23952575678,27590.848644058624,27869.544084907702,42422.133231273314
2023-05-13,27283.657815134535,27584.078471757635,27037.859096079268,27310.96878391845,49491.04517259778
2023-05-14,27570.869342572383,27874.452488486593,27322.483132278936,27598.467810382765,16016.675644141127
2023-05-15,27095.597804371788,27393.947730145654,26851.493319647718,27122.720524896686,33765.228614085405
2023-05-16,27976.642347149445,28284.693464085027,27724.600524202153,28004.64699414359,25235.63426524086
2023-05-17,27569.356779145917,27872.923270207582,27320.98419555001,27596.953732878796,48796.57591258413
2023-05-18,27419.75294259866,27721.672144168817,27172.72814131399,27447.200142741403,43684.756925428344
2023-05-19,27897.414333785742,28204.593070193794,27646.08627672461,27925.339673459202,43533.14818844551
2023-05-20,27246.272479117895,27546.28148539447,27000.810564891606,27273.546025143038,28747.726391798813
2023-05-21,27397.887741265487,27699.566184863004,27151.059923776607,27425.313054319806,26592.780093506608
2023-05-22,28151.729059530033,28461.708058183514,27898.109878813546,28179.90896849853,20936.282877228252
2023-05-23,27288.329258058464,27588.801351991042,27042.48845393181,27315.644902961427,12255.019866037084
2023-05-24,27416.685509471514,27718.57093550173,27169.68834271952,27444.129639110626,44588.895050202125
2023-05-25,27587.13233155575,27890.89454942073,27338.59960784804,27614.747078634384,42516.0403652031
2023-05-26,28049.923412510827,28358.781428063998,27797.221399785503,28078.00141392475,49988.706931445224
2023-05-27,27391.887347791468,27693.499720990374,27145.113587901455,27419.306654445914,49865.473482956215
2023-05-28,26704.651269752932,26998.69647892939,26464.068825881284,26731.382652405337,32217.268224105097
2023-05-29,27011.87506151522,27309.30311524562,26768.524835735803,27038.913975490712,40759.49660722042
2023-05-30,27199.981138683605,27499.480430500942,26954.93626356033,27227.208347030635,47790.62919529712
2023-05-31,27363.94133107573,27665.245990376865,27117.419337102077,27391.33266373947,43985.895627096455
2023-06-01,27581.7714845089,27885.474674028017,27333.287056720532,27609.380865374274,19893.924069727906
2023-06-02,27236.407971522425,27536.308359597246,26991.034926733937,27263.67164316559,28021.76541240374
2023-06-03,27390.594295617044,27692.19243100422,27143.832184845716,27418.012307924968,15166.376606059799
2023-06-04,27579.17971902089,27882.85437058168,27330.71864047115,27606.786505526416,48162.041090348896
2023-06-05,27215.15811413233,27514.824519793445,26969.976509500506,27242.400514646975,34246.9853780352
2023-06-06,28278.15481506951,28589.52588910931,28023.396663582396,28306.461276345854,19145.712220138506
2023-06-07,28575.972727991822,28890.62307835009,28318.53153224415,28604.57730529712,36868.02737623427
2023-06-08,27931.083716891866,28238.633187248033,27679.452332055003,27959.04275965152,34725.129618315834
2023-06-09,28328.581799216652,28640.508125334152,28073.36935057506,28356.938737954606,24326.50872131362
2023-06-10,27809.498059176978,28115.708748517267,27558.962040625833,27837.33539457155,14542.30368798516
2023-06-11,28278.9952350095,28590.37556292252,28024.22951217158,28307.30253754705,36862.92782371199
2023-06-12,28970.88102075756,29289.87971067581,28709.882092642623,28999.880901659217,30812.30803615173
2023-06-13,28527.75794999883,28841.877406905725,28270.751121620466,28556.314264263096,40892.73566942557
2023-06-14,29111.84392263455,29432.394756617516,28849.57505846667,29140.984907542093,30806.540044479734
2023-06-15,29382.542855489664,29706.074358402966,29117.835262196964,29411.954810299965,44087.26001274161
2023-06-16,29899.504871011635,30228.72864837012,29630.13996226378,29929.43430531695,32076.273550979422
2023-06-17,31086.628669538233,31428.923880113733,30806.568951794645,31117.74641595419,32437.51886141545
2023-06-18,30965.38656032546,31306.346772701414,30686.41911383604,30996.382943268727,45066.1441063338
2023-06-19,30532.610062055457,30868.804967643657,30257.541502937842,30563.17323529075,26139.31464849588
2023-06-20,30024.238523079643,30354.835744054493,29753.74988773658,30054.292815895536,15360.60913802563
2023-06-21,29567.884834531058,29893.457140016384,29301.507493679426,29597.482316847905,11151.307052533559
2023-06-22,29551.86237282885,29877.258254811954,29285.62937847904,29581.443816645497,40205.49022694476
2023-06-23,29783.954408274574,30111.905858215538,29515.630494686517,29813.768176451027,34812.38205413859
2023-06-24,29979.19442231594,30309.2956622013,29709.111589682463,30009.203625941882,38163.190723968946
2023-06-25,30509.77996457842,30845.72348771192,30234.917082014654,30540.320284863286,18518.56646035643
2023-06-26,30548.247672043246,30884.614763527206,30273.03823355637,30578.826498541788,15454.859023470792
2023-06-27,31480.80535125833,31827.44084561653,31197.19449223798,31512.317668927255,10581.786626715277
2023-06-28,31345.943648565477,31691.094179230364,31063.54775983966,31377.320969535012,24023.50235226388
2023-06-29,33131.624619970375,33496.43730347355,32833.141515285955,33164.78940937975,33596.70747418533
2023-06-30,33582.38252321446,33952.15850695356,33279.83853651884,33615.9985217362,25689.76180398929
2023-07-01,33044.609401926245,33408.46395990541,32746.91021812511,33077.687089015264,27498.996880949162
2023-07-02,32376.750844761806,32733.251604814235,32085.068404718906,32409.16000476657,46166.347779749936
2023-07-03,32723.387849570172,33083.70543349937,32428.582553628097,32756.143993563735,23930.218680932012
2023-07-04,32610.058747020914,32969.128462954075,32316.27443398469,32642.701448469383,30559.579566392433
2023-07-05,33112.16710801905,33476.76554464389,32813.859296235096,33145.31242043949,41346.12050964573
2023-07-06,33460.49715630454,33828.93105892651,33159.05123597747,33493.99114745199,25861.711292850807
2023-07-07,33445.223308082604,33813.489030193625,33143.91498999177,33478.7020100927,34883.468009114935
2023-07-08,32916.468704734674,33278.91230408611,32619.923941628957,32949.41812285753,44494.54834986981
2023-07-09,31966.10608323029,32318.085229291883,31678.12314554353,31998.104187417706,47980.824946305685
2023-07-10,31713.607819465018,32062.806704364033,31427.89964091128,31745.353172637657,15882.939237161518
2023-07-11,32293.75388686675,32649.340766501922,32002.81916716525,32326.079966833586,47063.505006459774
2023-07-12,32464.776717380937,32822.24673128603,32172.301251458586,32497.27399137231,29684.651723181527
2023-07-13,31697.59887421256,32046.621484439125,31412.034920390823,31729.328202414974,20329.775531958334
2023-07-14,31839.401103583474,32189.98509971903,31552.559652199838,31871.272375959434,28365.43024953045
2023-07-15,32117.816227552215,32471.465855683422,31828.4665318085,32149.96619374596,49201.303011419084
2023-07-16,31586.62432434319,31934.4249925792,31302.060141241,31618.2425669101,29704.723759714783
2023-07-17,31715.586642286144,32064.80731602503,31429.86063649978,31747.333976262405,23150.06441150033
2023-07-18,31784.299027965866,32134.276294540065,31497.953991677885,31816.115143108975,35336.03417266903
2023-07-19,31097.051904991622,31439.461885927467,30816.898284225932,31128.1800850767,19605.824751127722
2023-07-20,31351.708645646027,31696.922654757243,31069.260820009575,31383.09173738341,13034.533124346557
2023-07-21,31737.040169603923,32086.49706836833,31451.120888796682,31768.808978582507,15155.18887642597
2023-07-22,32464.444764865893,32821.911123638194,32171.972289506743,32496.941706572467,15121.833558310896
2023-07-23,33189.10051495977,33554.54606617554,32890.099609419594,33222.32283779757,16076.107740491774
2023-07-24,32319.41511887293,32675.28455461628,32028.249216901102,32351.76688575869,15553.086905976405
2023-07-25,31750.600423025433,32100.20663388958,31464.55897777295,31782.382805831265,35634.98979212859
2023-07-26,32111.439631591886,32465.01904695476,31822.147382658623,32143.58321480669,17275.203375965793
2023-07-27,32475.56825015337,32833.15708974465,32182.995563215052,32508.07632647985,23826.691332954528
2023-07-28,32844.654730754606,33206.3075856478,32548.756940387448,32877.53226301762,45871.53639624047
2023-07-29,35511.04035412277,35902.05281047447,35191.12107165319,35546.58694106383,28958.465610514893
2023-07-30,35954.75901897684,36350.65726643304,35630.84227105813,35990.74976874558,36702.30954084109
2023-07-31,36817.48127544343,37222.87896716503,36485.79225494394,36854.335611054485,16892.794848065194
2023-08-01,37564.25007820123,37977.870449432674,37225.83341083004,37601.85193013136,17691.56075234683
2023-08-02,38094.90809254955,38514.37154502007,37751.7107223464,38133.04113368323,11634.744650659155
2023-08-03,37893.335126554564,38310.57905687699,37551.95372901803,37931.26639294751,16757.402522886583
2023-08-04,38511.41253522137,38935.46212269628,38164.46287274189,38549.96249771908,21143.613561278347
2023-08-05,37958.6770722977,38376.64048350418,37616.707008583304,37996.67374604374,17080.419371069875
2023-08-06,37817.11395993573,38233.51861815323,37476.419239575946,37854.96892886459,13548.101350282224
2023-08-07,37489.259531957156,37902.05418145818,37151.51845509268,37526.78631827543,14825.434844024032
2023-08-08,37588.2673169676,38002.152142279556,37249.634278075995,37625.893210177775,28431.15072130903
2023-08-09,39408.64204881325,39842.571040341725,39053.60923756268,39448.090138952204,18253.348736231703
2023-08-10,38002.03951527371,38420.48039081726,37659.67879891989,38040.07959486858,24570.79444192302
2023-08-11,38565.76761165547,38990.415703475504,38218.328263802716,38604.37198363911,30136.690834194276
2023-08-12,37379.06230070655,37790.6435672809,37042.313991691175,37416.47877948604,37615.79314517461
2023-08-13,37064.961107713,37473.08380259272,36731.04253917505,37102.063170883885,11572.485593643958
2023-08-14,37918.95392908295,38336.4799483221,37577.341731523644,37956.91083992287,41976.41595636171
2023-08-15,38005.72062388804,38424.202032159075,37663.326744393555,38043.764388276315,35116.01557963631
2023-08-16,37232.49105650845,37642.45842549903,36897.06320915252,37269.760817325776,13270.361277954877
2023-08-17,36740.35423405848,37144.90267907814,36409.36005176967,36777.131365423906,44943.14496427109
2023-08-18,37280.398396615026,37690.89327385503,36944.53895160047,37317.71611272775,46834.89602127253
2023-08-19,36776.547423164004,37181.49439178743,36445.22717610847,36813.36078394795,12443.11839419455
2023-08-20,36973.0591195012,37380.169880576796,36639.96849680299,37010.06918868989,21075.10592588815
2023-08-21,37043.7983705057,37451.68804225301,36710.0704572579,37080.87924975545,42248.05119172245
2023-08-22,36600.757809407,37003.76915665773,36271.02125256549,36637.39520461161,39930.387615346335
2023-08-23,38242.51394089478,38663.60268298671,37897.9867882741,38280.79473563041,17380.84077425509
2023-08-24,38769.20351412455,39196.09164090671,38419.9314103937,38808.0115256502,18373.972933468413
2023-08-25,37267.564200974775,37677.917760745266,36931.820379344375,37304.86907004482,24818.88411165528
2023-08-26,37444.22311649129,37856.52186952573,37106.88777309948,37481.7048213126,29380.919407640853
2023-08-27,36988.85728644652,37396.1420013123,36655.62433791997,37025.883169616136,34730.19086121184
2023-08-28,37662.51789373167,38077.220292961945,37323.21593072508,37700.21811184351,24756.545582790895
2023-08-29,37107.346348485735,37515.93574771831,36773.04593093181,37144.49083932506,28501.388645325915
2023-08-30,37059.333485913885,37467.39421498801,36725.46561667142,37096.429915829714,39898.83752535026
2023-08-31,37472.97406469914,37885.58939474087,37135.379703755905,37510.48454924839,11467.328115623915
2023-09-01,38165.61904812427,38585.86109970522,37821.7846422853,38203.82287099526,20097.47777376083
2023-09-02,37297.606559584274,37708.290916096215,36961.59208607451,37334.94150108536,38533.9834353821
2023-09-03,37085.98489359876,37494.33908161637,36751.87692158436,37123.10800160036,45808.273507487975
2023-09-04,36772.130185835165,37177.02851620973,36440.84973371052,36808.939124960125,30467.097684626646
2023-09-05,36331.08248529608,36731.12443458363,36003.775435879,36367.449935231314,31284.539410612626
2023-09-06,37674.4718751425,38089.30589979372,37335.06221860969,37712.1840592017,14286.880453591042
2023-09-07,38018.860316659215,38437.48640623204,37676.34806155418,38056.91723389311,27896.494672938185
2023-09-08,37109.19125431782,37517.80096782883,36774.87421599063,37146.33759190973,31304.690658200925
2023-09-09,37834.520271466106,38251.11659077154,37493.66873748894,37872.39266413024,19698.82014538919
2023-09-10,39514.39534050996,39949.48878269776,39158.40979690177,39553.94928979976,20769.72923797524
2023-09-11,40379.181781965686,40823.79739718253,40015.405369515545,40419.601383349036,25091.36652418491
2023-09-12,39209.80920865334,39641.54884958947,38856.56768425106,39249.05826692026,10802.847911109055
2023-09-13,38870.75890863331,39298.765262982626,38520.57189143841,38909.66857721052,22883.16662332713
2023-09-14,39908.14713638425,40347.576183932026,39548.614279299705,39948.095231615865,18457.920279861784
2023-09-15,39386.656940781424,39820.34385404328,39031.822193567175,39426.08302380523,23099.894087116583
2023-09-16,39777.58215592039,40215.573551030626,39419.225559921106,39817.399555475866,14790.485272770049
2023-09-17,40439.06091729926,40884.33586233459,40074.74505317945,40479.54045775702,45621.0912295958
2023-09-18,39735.99940461329,40173.53293159101,39378.01742799515,39775.77517979308,33743.69814216194
2023-09-19,39728.43013478008,40165.88031644432,39370.51634978206,39768.19833311319,37164.092765779584
2023-09-20,37271.97519118275,37682.37732041499,36936.19163090183,37309.28447565841,41566.84954429353
2023-09-21,36552.65983575918,36955.14157569246,36223.35659399558,36589.24908484402,29937.687957162292
2023-09-22,36404.871315747856,36805.725754659994,36076.89950209247,36441.31262837623,13476.811523496948
2023-09-23,35543.13144930342,35934.49726105751,35222.923057868255,35578.710159462884,31484.26167274191
2023-09-24,36759.44338415347,37164.20202001502,36428.277227539475,36796.23962377725,33473.64472083516
2023-09-25,35758.65464896802,36152.39358904675,35436.50460708542,35794.449098066085,39817.5789673732
2023-09-26,35480.79052978583,35871.46990498868,35161.14376825623,35516.306836622454,27266.381849187175
2023-09-27,35609.27899192072,36001.37315499492,35288.4746766782,35644.92391583656,15103.212111822551
2023-09-28,36687.3392331311,37091.3039293918,36356.822663463245,36724.06329642752,21351.03623194898
2023-09-29,35684.430474476,36077.35213135211,35362.94911885009,35720.1506251011,24523.291855945405
2023-09-30,36560.84092444366,36963.41274643454,36231.4639791784,36597.43836280647,35836.68965326405
2023-10-01,36604.91089105057,37007.967967929,36275.13691905912,36641.55244349406,32831.13218675648
2023-10-02,35929.26827902655,36324.88584766448,35605.5811774137,35965.23351253909,24243.86903591385
2023-10-03,36299.14928138843,36698.83961381613,35972.12991849304,36335.48476615459,49460.60995171919
2023-10-04,36480.41346400363,36882.099698342005,36151.76109045405,36516.93039439803,34230.99277427548
2023-10-05,36081.17140656991,36478.461582217824,35756.11580831253,36117.288695265175,19489.071669439778
2023-10-06,36167.7270518957,36565.97029270737,35841.89167304979,36203.93098287858,14071.29890481615
2023-10-07,35925.987929080664,36321.56937774922,35602.33038017003,35961.949878959625,16114.365567373281
2023-10-08,36043.67069936988,36440.547954317895,35718.95294532151,36079.7504498197,19838.309135380325
2023-10-09,36560.699953827265,36963.27022358913,36231.32427856756,36597.297251078344,16427.254930382227
2023-10-10,37776.76488590948,38192.7252600286,37436.433670721104,37814.57946537485,17462.680962052233
2023-10-11,36889.90432538708,37296.09946810906,36557.56284497819,36926.83115654362,21403.806747753886
2023-10-12,38536.22028241108,38960.543028263455,38189.04712671368,38574.79507748857,16934.943811790192
2023-10-13,37097.76887248671,37506.2528140256,36763.554738500345,37134.903776262974,45870.61698505701
2023-10-14,37022.32568984954,37429.978925673706,36688.79122417521,37059.38507492446,13209.349826465688
2023-10-15,37497.99526045298,37910.88609915667,37160.17548333179,37535.53079124423,30980.455582810187
2023-10-16,37747.04932941062,38162.68250520994,37406.985821938455,37784.834163574196,26415.87307958646
2023-10-17,37317.16165343108,37728.06133129669,36980.97100790468,37354.51616960068,49295.14467634426
2023-10-18,37199.33459088177,37608.93687366426,36864.205450423375,37236.571162043816,14481.556086722094
2023-10-19,36871.20356108088,37277.192789481174,36539.0305560261,36908.111672753636,25914.223961829666
2023-10-20,36475.60058538183,36877.233825060706,36146.99157109911,36512.11269807991,48778.817331014754
2023-10-21,37137.810511532974,37546.73535200031,36803.235642059706,37174.98549703001,44620.28503575921
2023-10-22,37441.35759884471,37853.62479963279,37104.048070927194,37478.83643527999,42682.88283797119
2023-10-23,36963.0113620228,37370.01148713016,36630.011259662235,37000.0113733962,20316.113081797594
2023-10-24,37671.72138898014,38086.52512799794,37332.33651160194,37709.43081979994,16835.503495602632
